zipcode,congress,congressperson,rep,representative,actual_rep_name
31905,,,,,['Rogers' 'Bishop']
35044,,{'Sewell'},,,['Rogers']
35128,,{'Sewell'},,,['Rogers' 'Palmer']
35150,,,,,['Rogers' 'Palmer']
35973,,,,,['Rogers' 'Aderholt']
36088,,,,,['Rogers']
36130,,{'Byrne'},,{'Allen'},['Rogers']
36832,,,,,['Rogers']
36853,,,,,['Rogers']
35111,,,,,['Palmer' 'Sewell']
35117,,,,,['Palmer' 'Sewell']
35182,,,,,['Palmer']
35216,,,,,['Palmer']
35255,,,,,['Palmer']
36006,,,,,['Palmer' 'Roby']
35452,,,,,['Sewell' 'Aderholt']
36030,,,,,['Sewell' 'Roby']
36435,,,,,['Sewell']
36726,,,,,['Sewell']
36741,,,,,['Sewell']
36754,{'Abraham'},,,,['Sewell']
36916,,,,,['Sewell']
35549,,,,,['Aderholt']
35564,,,,,['Aderholt']
35776,,,,,['Aderholt' 'Brooks']
35902,,,,,['Aderholt']
35974,,,,,['Aderholt']
36009,,,,,['Roby']
36024,,,,,['Roby']
36042,{'Cook'},{'Byrne'},,,['Roby']
36323,,,,,['Roby']
36421,,,,,['Roby']
35611,,,{'Turner'},,['Brooks']
35632,,,,,['Brooks']
35762,,,,,['Brooks']
35813,,,,,['Brooks']
35898,,{'Aderholt'},,,['Brooks']
36480,,,,,['Byrne']
36512,,{'Schneider'},,,['Byrne']
36526,,,,,['Byrne']
36613,,,,,['Byrne']
85012,,,,,['Gallego' 'Stanton']
85016,,,,,['Gallego' 'Stanton']
85033,,,,,['Gallego' 'Grijalva']
85303,,,,,['Gallego' 'Lesko']
85282,,,,,['Stanton']
85054,,{'Gallego'},,,['Schweikert']
85259,,,,,['Schweikert']
85261,,,,,['Schweikert']
85622,,,,{'Green'},['Grijalva' 'Kirkpatrick']
85634,,,,,['Grijalva']
85719,,,,,['Grijalva' 'Kirkpatrick']
85302,,,,,['Lesko']
85361,,,,,['Lesko' 'Gosar']
85388,,{'Gallego'},"{'Keller', 'Williams'}",,['Lesko']
85178,,,,,['Gosar']
85212,{'Cook'},,,,['Gosar' 'Biggs']
85545,,,,,['Gosar']
85554,,,,,['Gosar']
86338,,,,,['Gosar']
86412,,,,,['Gosar']
85207,{'Cook'},,,,['Biggs']
85131,,,,,"[""O'Halleran""]"
85192,,,,,"[""O'Halleran""]"
85718,,,,,"[""O'Halleran"" 'Kirkpatrick']"
85925,,,,,"[""O'Halleran""]"
85937,,{'Gosar'},,,"[""O'Halleran""]"
85938,{'Rogers'},,,,"[""O'Halleran""]"
85942,,,,,"[""O'Halleran""]"
86434,,,,,"[""O'Halleran""]"
85606,,,,,['Kirkpatrick']
72672,,,,,['Womack']
72722,,,,,['Womack']
72733,,,,,['Womack']
72811,,,,,['Womack']
72957,,,,,['Womack']
71762,,{'Turner'},,,['Westerman']
71835,,,,,['Westerman']
71922,,,,,['Westerman']
71933,,,,,['Westerman']
72129,,,,,['Westerman']
72168,,,,,['Westerman' 'Crawford']
72721,,,,,['Westerman']
72839,{'Johnson'},,{'Womack'},,['Westerman']
72863,,,,,['Westerman']
72949,,,,,['Westerman']
71674,,{'Green'},,,['Crawford']
72339,,{'Cuellar'},,,['Crawford']
72394,,{'Cohen'},,,['Crawford']
72461,,,,,['Crawford']
72538,,,,,['Crawford']
72569,,,,,['Crawford']
72016,,{'McGovern'},,,['Hill']
72068,,,,,['Hill']
72204,,,{'Smith'},{'Allen'},['Hill']
72210,,,,,['Hill']
72211,{'Cook'},,,,['Hill']
72216,,{'Peterson'},,{'Wilson'},['Hill']
95658,,,,,['LaMalfa' 'McClintock']
95953,,,,,['LaMalfa' 'Garamendi']
96021,,,,,['LaMalfa']
96031,,,,,['LaMalfa']
96039,,,,,['LaMalfa']
96116,,,,,['LaMalfa']
90015,,,,,['Roybal-Allard' 'Bass' 'Gomez' 'Torres']
90019,,,,,['Roybal-Allard' 'Bass' 'Gomez']
90063,,,,,['Roybal-Allard' 'Gomez' 'Chu']
90221,,,,,['Roybal-Allard' 'Barragán']
90270,,{'Sherman'},,,['Roybal-Allard']
90045,,{'Sherman'},,,['Waters' 'Bass']
90061,,{'Sherman'},,,['Waters' 'Barragán']
90501,,{'Sherman'},,{'Cisneros'},['Waters']
90510,,,,,['Waters']
90744,,,,,['Barragán' 'Lieu' 'Lowenthal']
90810,"{'Cook', 'Long'}",,,,['Barragán' 'Lowenthal']
90005,,,,,['Bass' 'Schiff' 'Lieu' 'Gomez']
90048,,{'Sherman'},,,['Bass' 'Schiff' 'Lieu']
90291,,,{'Cook'},,['Bass' 'Lieu']
91040,,,,{'Carbajal'},['Schiff' 'Cárdenas']
91042,,,,,['Schiff']
91502,,,,,['Schiff']
90076,,{'Sherman'},,,['Lieu']
90267,,,,,['Lieu']
90278,{'Cook'},,,,['Lieu']
90014,,,,,['Gomez']
91761,,,,,['Torres']
92337,,,,,['Torres']
90604,,{'Sherman'},,,['Sánchez']
90701,,,,,['Sánchez']
91733,,{'Sherman'},,,['Sánchez' 'Napolitano']
91711,,,,,['Napolitano' 'Chu']
91715,,{'Sherman'},,,['Napolitano']
91746,,{'Sherman'},,,['Napolitano' 'Cisneros']
91328,,,{'Sherman'},,['Chu']
91772,,{'Sherman'},,{'Gomez'},['Chu']
91803,,,,,['Chu']
93552,{'Hill'},{'Sherman'},{'Hill'},{'Hill'},['Chu']
91306,,,,,['Sherman']
91316,,,,,['Sherman']
91362,,,,,['Brownley']
93015,,,,,['Brownley']
93043,,,,,['Brownley']
92203,,,,,['Ruiz']
92211,,,,,['Ruiz']
92260,,,,,['Ruiz']
92373,,,,,['Ruiz' 'Aguilar' 'Cook' 'Takano']
92539,,,,,['Ruiz']
92865,,,,,['Cisneros' 'Correa']
90680,,,{'Stanton'},,['Correa' 'Lowenthal']
92705,,,,,['Correa' 'Porter']
92840,,,,,['Correa' 'Lowenthal']
90721,{'Cook'},{'Sherman'},,,['Lowenthal']
90844,{'Long'},,,{'Long'},['Lowenthal']
92628,,,,,['Rouda']
92662,,,,,['Rouda']
91116,,{'Sherman'},,,['Cárdenas']
91522,{'Cook'},{'Sherman'},,,['Cárdenas']
92350,,,,,['Aguilar']
92413,,{'Kim'},,,['Aguilar']
92280,,,,,['Cook']
92314,,{'Aguilar'},,,['Cook']
92363,,,,,['Cook']
92364,,,,,['Cook']
92371,,,,,['Cook']
92395,,,,,['Cook']
92508,,,,,['Takano' 'Calvert']
92513,,{'Calvert'},,,['Takano']
92571,,,,,['Takano' 'Calvert']
92532,,,,,['Calvert']
92592,,,,,['Calvert' 'Hunter']
91916,,{'Davis'},,,['Hunter']
91978,,,,,['Hunter' 'Davis']
92059,,,,,['Hunter']
91902,,,,,['Vargas' 'Davis']
92106,{'Scott'},,,{'Harris'},['Vargas' 'Peters']
92165,,"{'Peters', 'Scott'}","{'Adams', 'Davis'}",,['Vargas']
92273,,{'McHenry'},,,['Vargas']
92022,,"{'Peters', 'Scott'}",,,['Davis']
92110,,,,,['Davis' 'Peters']
92068,,,,,['Levin']
92083,{'Cook'},,,,['Levin']
92694,,,,,['Levin' 'Porter']
92135,{'Johnson'},{'Davis'},,"{'Clark', 'Scott'}",['Peters']
92138,{'Davis'},,,,['Peters']
92158,,,,,['Peters']
92603,,{'Calvert'},,,['Porter']
92610,,{'Calvert'},,,['Porter']
93274,,,,,['Nunes' 'Cox']
93385,,{'McCarthy'},,,['Nunes']
93618,,,,,['Nunes']
93631,,,,,['Nunes' 'Cox']
93670,,,,,['Nunes']
93710,,{'Costa'},,,['Nunes']
93014,,,,,['Carbajal']
93150,,,,,['Carbajal']
93403,,,,,['Carbajal']
93433,,{'Harris'},,,['Carbajal']
93436,,,,,['Carbajal']
93201,,{'Scott'},,,['Cox']
93250,{'Sherman'},{'Sherman'},,,['Cox']
93608,,,,,['Cox']
93207,,,,,['McCarthy']
93220,,,,,['McCarthy']
93262,,,,,['McCarthy']
93276,,,{'Marshall'},,['McCarthy']
93536,,,,,['McCarthy']
93902,,,,,['Panetta']
93940,,,,,['Panetta']
93953,,,,,['Panetta']
95003,,{'Lofgren'},,,['Panetta']
93602,,{'Nunes'},,,['McClintock']
93604,,,,,['McClintock']
93610,,,,,['McClintock' 'Costa']
93614,,,,,['McClintock']
93643,,{'Costa'},,,['McClintock']
95255,,,,,['McClintock']
95306,,{'Costa'},,,['McClintock']
95338,,{'Costa'},,,['McClintock']
93606,,{'Nunes'},,,['Costa']
93702,,,,,['Costa']
93760,,,,,['Costa']
93778,,,,,['Costa']
94038,,,,,['Speier']
94131,,,,,['Speier' 'Pelosi']
94132,,,,,['Speier' 'Pelosi']
94401,,,,,['Speier']
94108,,,,,['Pelosi']
94023,,,{'Panetta'},,['Eshoo']
94041,,,,,['Eshoo']
95070,,,{'Lofgren'},,['Eshoo' 'Khanna']
95123,{'Hayes'},,,,['Eshoo' 'Lofgren']
95035,,,,,['Khanna' 'Lofgren']
95127,,,,,['Khanna' 'Lofgren']
95161,{'Lofgren'},{'Lofgren'},{'Lofgren'},,['Khanna']
94603,,"{'Castro', 'Swalwell'}",{'Lofgren'},,['Lee']
94606,,,,,['Lee']
94707,,,,,['Lee' 'DeSaulnier']
94708,,,,,['Lee' 'DeSaulnier']
95674,,,,{'Clay'},['Garamendi']
95679,,,,,['Garamendi']
95979,,,,,['Garamendi']
94553,,,,,['Thompson' 'DeSaulnier']
94567,,,,,['Thompson']
94592,,"{'DeSaulnier', 'Costa'}",,,['Thompson']
95404,,,,,['Thompson' 'Huffman']
95407,,,,,['Thompson']
95476,,,,,['Thompson']
95492,,,{'Lofgren'},,['Thompson' 'Huffman']
94526,,,,,['Swalwell' 'DeSaulnier']
94537,,{'Lofgren'},,,['Swalwell']
94587,,,,,['Swalwell']
95377,{'Cook'},{'McNerney'},"{'McNerney', 'Palazzo'}","{'McNerney', 'Palazzo'}",['Swalwell' 'Harder']
94548,,,{'DeSaulnier'},,['McNerney']
95205,,,{'Lofgren'},,['McNerney']
95234,,,,,['McNerney']
95253,,,,,['McNerney']
95320,,,,,['McNerney' 'Harder']
94517,,,,,['DeSaulnier']
94520,,,,,['DeSaulnier']
94950,,,,,['Huffman']
95449,,,,,['Huffman']
95465,,,,,['Huffman']
95562,,,,,['Huffman']
95326,,,{'Lofgren'},,['Harder']
95376,,{'McNerney'},,,['Harder']
95155,,{'Khanna'},,,['Lofgren']
95829,,,,,['Matsui' 'Bera']
95833,,,,,['Matsui']
95841,,,,,['Matsui' 'Bera']
95611,,{'McClintock'},,,['Bera']
95866,,,,,['Bera']
80102,,,,,['Buck' 'DeGette' 'Crow']
80131,,{'Perlmutter'},,,['Buck']
80539,,,,,['Buck']
80648,,,,,['Buck']
80802,,,,,['Buck']
80831,,,,,['Buck' 'Lamborn']
80002,,,,,['Perlmutter']
80022,,,,,['Perlmutter' 'DeGette' 'Crow']
80127,,,,,['Perlmutter' 'DeGette' 'Neguse']
80215,,,,,['Perlmutter']
80303,{'Cook'},,,,['Perlmutter' 'Neguse']
80120,,,,,['DeGette' 'Crow']
80129,{'Cook'},,,,['Crow']
80160,,,,,['Crow']
80165,,,{'Murphy'},,['Crow']
80433,,,,,['Neguse']
80470,,,,,['Neguse']
80547,,,,,['Neguse']
80863,,,,,['Lamborn']
80907,{'Cook'},,,,['Lamborn']
80919,,,,,['Lamborn']
81242,,,,,['Lamborn']
80480,,,,,['Tipton']
81055,,{'Scott'},,,['Tipton']
81059,,,{'Buck'},,['Tipton']
81143,,,,,['Tipton']
81303,{'Adams'},,{'Ferguson'},,['Tipton']
81415,,,{'Hastings'},,['Tipton']
81419,,"{'Ruiz', 'Pelosi'}",,,['Tipton']
81520,,{'Scott'},,,['Tipton']
6026,,,,,['Larson' 'Hayes']
6033,,,,,['Larson' 'Courtney']
6037,,,,,['Larson' 'Hayes']
6074,,,,,['Larson']
6088,,{'Neal'},,,['Larson']
6098,,,{'Case'},,['Larson']
6708,,,,,['Hayes' 'DeLauro']
6710,,{'Larson'},,,['Hayes']
6783,,{'Himes'},,,['Hayes']
6403,,,{'Hill'},,['DeLauro']
6441,,{'Himes'},,,['DeLauro' 'Courtney']
6514,{'Sherman'},{'Himes'},,,['DeLauro']
6540,,,,,['DeLauro']
6770,{'Hill'},,,,['DeLauro']
6084,,,,,['Courtney']
6281,,{'Neal'},{'Hill'},,['Courtney']
6336,,,,,['Courtney']
6412,,,,,['Courtney']
6602,,,,,['Himes']
6902,,,,,['Himes']
6927,,,,,['Himes']
32054,,{'Burgess'},,,['Yoho']
32134,,,,,['Yoho' 'Waltz']
32160,,,,,['Yoho']
32234,,,,,['Yoho' 'Rutherford' 'Lawson']
32604,,,,,['Yoho']
32610,,,,,['Yoho']
32614,,{'Huffman'},,,['Yoho']
32081,,,,,['Rutherford']
32145,,,,,['Rutherford' 'Waltz']
32216,,,,,['Rutherford' 'Lawson']
32071,,,,,['Dunn']
32420,,,,,['Dunn']
32424,,,,,['Dunn']
32445,,,,,['Dunn']
32460,,,,,['Dunn']
32063,,{'Rutherford'},,,['Lawson']
32087,,{'Rutherford'},,,['Lawson']
32332,,,,,['Lawson']
32333,,,,,['Lawson']
32340,,,,,['Lawson']
32105,,"{'Heck', 'Kilmer'}",,,['Waltz']
32119,,{'Gaetz'},,,['Waltz']
32127,,,,,['Waltz']
32706,,,,,['Waltz']
32720,,,,,['Waltz']
32721,,,,,['Waltz']
32759,,,,,['Waltz' 'Posey']
32767,,{'Wexton'},,,['Waltz']
32163,,,,,['Webster']
34491,,,,,['Webster']
34602,,{'Crist'},,,['Webster' 'Bilirakis']
34604,,,{'Ferguson'},,['Webster' 'Bilirakis']
34636,,{'Craig'},,,['Webster']
32433,,,,,['Gaetz']
32502,,,,,['Gaetz']
32505,,,,,['Gaetz']
32516,,"{'Takano', 'Clyburn'}","{'Takano', 'Clyburn'}",,['Gaetz']
32562,,{'Bilirakis'},{'Bilirakis'},{'Bilirakis'},['Gaetz']
32703,,,,,['Murphy' 'Demings']
32714,,{'Demings'},,,['Murphy']
32793,,"{'Webster', 'Demings'}",,,['Murphy']
32822,,,,,['Murphy' 'Demings' 'Soto']
32798,,{'Webster'},,,['Demings']
32805,,{'Soto'},,,['Demings']
32819,,,,,['Demings']
32836,,,,,['Demings']
32839,,,,,['Demings']
34734,,{'Soto'},,,['Demings']
34740,,,,,['Demings']
34747,,,,,['Demings' 'Soto']
34951,,,,,['Posey' 'Mast']
32872,,,,,['Soto']
33825,,,,,['Soto' 'Steube']
33880,,,,,['Soto' 'Steube' 'Spano']
34770,,,,,['Soto']
33407,,,,,['Mast' 'Hastings' 'Frankel']
34985,,,,,['Mast']
33033,,,,,['Mucarsel-Powell']
33092,,,,,['Mucarsel-Powell']
33193,,{'Wilson'},,,['Mucarsel-Powell']
33194,,{'Hastings'},,,['Mucarsel-Powell' 'Diaz-Balart']
33265,,{'Hastings'},,,['Mucarsel-Powell']
33014,,,,,['Diaz-Balart' 'Wilson']
33266,,{'DeGette'},,,['Diaz-Balart']
33024,,,{'Williams'},,['Wasserman Schultz' 'Wilson']
33025,,,,,['Wasserman Schultz' 'Wilson' 'Hastings']
33084,,{'Hastings'},,,['Wasserman Schultz']
33311,,,{'Williams'},{'Williams'},['Wasserman Schultz' 'Hastings' 'Deutch']
33318,,{'Hastings'},,,['Wasserman Schultz']
33332,,,,,['Wasserman Schultz' 'Hastings']
33128,,{'Hastings'},,{'Clark'},['Wilson' 'Shalala']
33132,,,,,['Wilson' 'Shalala']
33163,,{'Hastings'},,,['Wilson']
33179,,,,,['Wilson']
33238,,,,,['Wilson']
33261,,,,,['Wilson']
33066,,,,,['Hastings' 'Deutch']
33065,,,,,['Deutch']
33339,,{'Rose'},,,['Deutch']
33442,,,,,['Deutch']
33487,,,,,['Deutch' 'Frankel']
33149,,{'Hastings'},,,['Shalala']
33255,,"{'McClintock', 'Miller'}",,,['Shalala']
33448,,{'Schakowsky'},,,['Frankel']
33460,,,,,['Frankel']
33483,,,,,['Frankel']
33484,,,,,['Frankel']
33547,,,,,['Steube' 'Buchanan']
33953,,{'Buchanan'},,,['Steube']
34268,,,,,['Steube']
34287,,{'Buchanan'},,,['Steube']
34288,,{'Rooney'},,,['Steube']
33511,,,,,['Spano']
33578,,,,,['Spano' 'Buchanan']
33610,,{'Buchanan'},{'Hayes'},,['Spano' 'Castor']
33805,,{'Buchanan'},,,['Spano']
33544,,,,,['Bilirakis' 'Castor']
33763,,,,,['Bilirakis' 'Crist']
33765,,,,,['Bilirakis' 'Crist']
34680,,,,,['Bilirakis']
33614,,,,,['Castor']
34208,,,,,['Buchanan']
34209,,,,,['Buchanan']
34230,,,,,['Buchanan']
34280,,,,,['Buchanan']
33711,,{'Buchanan'},,,['Crist']
33747,,,,,['Crist']
33771,,,,,['Crist']
33965,,,,,['Rooney']
34135,,,,,['Rooney']
34146,,,,,['Rooney']
30014,,,,,['Johnson' 'Hice']
30033,,{'Woodall'},,,['Johnson' 'McBath' 'Lewis']
30039,,{'Woodall'},,,['Johnson']
30082,,,,,['Loudermilk' 'Scott']
30114,,,,,['Loudermilk']
30145,,,,,['Loudermilk' 'Graves']
30157,{'Cook'},,,,['Loudermilk' 'Graves']
30024,,,,,['McBath' 'Woodall']
30360,,,,,['McBath' 'Woodall']
30044,,,,,['Woodall']
30337,,,,,['Scott' 'Lewis']
30344,,,,,['Scott' 'Lewis']
30807,,,,,['Hice']
30809,,,,,['Hice' 'Allen']
30817,,,,,['Hice']
30314,,,,,['Lewis']
30315,,,,,['Lewis']
30336,{'Woodall'},,,,['Lewis']
31131,,,,{'Johnson'},['Lewis']
30513,,,,,['Collins']
30542,,,,,['Collins']
30565,,,,,['Collins']
30576,,{'Price'},,,['Collins']
30129,,{'McHenry'},,,['Graves']
30720,,,,,['Graves']
30731,,{'Fleischmann'},,,['Graves']
30733,,,,,['Graves']
30109,,,,,['Ferguson']
30217,,,,,['Ferguson']
30258,,{'Brady'},,,['Ferguson']
30263,,,{'Smith'},,['Ferguson']
31822,,{'Cook'},{'Smith'},,['Ferguson']
31826,,,,,['Ferguson' 'Bishop']
31204,,,,,['Scott' 'Bishop']
31776,,,,,['Scott']
30474,,,,,['Allen']
30912,,,,,['Allen']
31326,,,,,['Allen' 'Carter']
31513,,,,,['Allen']
31309,,,,,['Carter']
31516,,{'Upton'},,,['Carter']
31547,{'Cook'},,,,['Carter']
31565,,,,,['Carter']
39852,,{'Gonzalez'},,,['Bishop']
96805,,{'Gabbard'},,,['Case']
96828,,{'Gabbard'},,,['Case']
96859,,{'Gabbard'},,,['Case']
96720,,,,,['Gabbard']
96742,,,,,['Gabbard']
96745,,{'Roy'},,,['Gabbard']
83525,,{'Craig'},,,['Fulcher']
83530,,,,,['Fulcher']
83672,,{'Hill'},,,['Fulcher']
83709,,,,,['Fulcher' 'Simpson']
83713,,,,,['Fulcher' 'Simpson']
83825,,,,,['Fulcher']
83833,,,,,['Fulcher']
83854,,{'Green'},,{'Green'},['Fulcher']
83858,,,,,['Fulcher']
83211,,,,,['Simpson']
83232,,,,,['Simpson']
83277,,,,,['Simpson']
83443,,{'Kelly'},,,['Simpson']
83706,,,,,['Simpson']
60002,,,,,['Underwood']
60031,,,,,['Underwood' 'Schneider']
60087,,,,{'Green'},['Underwood' 'Schneider']
60543,,,,,['Underwood' 'Foster']
60564,,,,,['Underwood' 'Foster']
60585,{'Cook'},,,,['Underwood' 'Foster']
60040,,{'Quigley'},,,['Schneider']
60069,,,,,['Schneider']
60008,,,,,['Krishnamoorthi' 'Schakowsky' 'Quigley' 'Casten']
60123,,,,,['Krishnamoorthi' 'Casten']
60139,,,,,['Krishnamoorthi' 'Casten']
60191,,,,,['Krishnamoorthi' 'Quigley']
60193,,,,,['Krishnamoorthi']
60029,,{'Quigley'},,,['Schakowsky']
60631,,,,,['Schakowsky' 'Quigley']
60526,,,,,['Quigley' 'Davis' 'García' 'Lipinski']
60612,,,,,['Quigley' 'Davis']
60187,,,{'Costa'},{'Costa'},['Casten']
60561,,,,,['Casten' 'Lipinski' 'Foster']
60448,,,,,['Rush' 'Lipinski' 'Foster']
60467,,,,,['Rush' 'Lipinski']
60478,,,,,['Rush' 'Kelly']
60416,,{'Foster'},,,['Kinzinger']
60537,,{'Underwood'},,,['Kinzinger']
60550,,,,,['Kinzinger']
60938,,,,,['Kinzinger']
61024,,,,,['Kinzinger']
61031,,,{'Cloud'},,['Kinzinger']
61051,,"{'Burgess', 'Upton'}",,,['Kinzinger' 'Bustos']
61080,,,,,['Kinzinger']
61378,,,,,['Kinzinger']
61739,,,,,['Kinzinger' 'LaHood']
60402,,,,,['Davis' 'García' 'Lipinski']
60607,,{'Quigley'},,,['Davis']
60681,{'Cook'},,,,['Davis']
60632,,,,,['García' 'Lipinski']
60475,,{'Visclosky'},,,['Kelly']
60901,,,,,['Kelly']
60415,,{'Quigley'},{'Kelly'},,['Lipinski']
60501,,{'Quigley'},,,['Lipinski']
60504,,,,,['Foster']
60932,,,,,['Shimkus']
60933,,{'McEachin'},,,['Shimkus']
61849,,,,,['Shimkus']
61853,,,,,['Shimkus' 'Davis']
61862,,,,,['Shimkus']
61864,,,,,['Shimkus' 'Davis']
62281,,,{'Cooper'},,['Shimkus']
62446,,,,,['Shimkus']
62477,,{'McGovern'},{'Walker'},,['Shimkus']
62842,,,,,['Shimkus']
62887,,,,,['Shimkus']
62917,,,,,['Shimkus' 'Bost']
62953,,,,,['Shimkus']
61541,,,,,['LaHood']
61558,,,,,['LaHood']
61614,,,,,['LaHood' 'Bustos']
61633,,,,,['LaHood']
61635,,,,,['LaHood']
61721,{'Cook'},{'Lawrence'},,,['LaHood']
61755,,,,,['LaHood']
61776,,,{'Brady'},,['LaHood']
62082,,"{'Rice', 'Olson'}",,,['LaHood' 'Davis']
62354,,,,,['LaHood']
62617,,,,,['LaHood']
62639,,,,,['LaHood']
61125,,,,{'Collins'},['Bustos']
61231,,,,,['Bustos']
61238,,,,,['Bustos']
61250,,,,,['Bustos']
61410,,,,,['Bustos']
61469,,,,,['Bustos']
61605,,{'LaHood'},,{'Hill'},['Bustos']
62009,,,,,['Davis']
62573,,,,,['Davis']
62018,{'Williams'},{'Clay'},,,['Bost']
62220,,{'Johnson'},,,['Bost']
62242,,{'Clay'},,,['Bost']
62865,,,,,['Bost']
62924,,,,,['Bost']
46030,,{'Carson'},,{'Carson'},['Brooks']
46060,,,,,['Brooks']
46068,,,,,['Brooks' 'Baird']
46930,,,,,['Brooks']
46104,,,,,['Pence']
46144,,,,,['Pence']
46229,,,,,['Pence' 'Hollingsworth' 'Carson']
47006,,,,,['Pence']
47024,,,,,['Pence']
47040,,,{'Brown'},,['Pence']
47244,,,,,['Pence']
47302,,,,,['Pence']
47344,,,,,['Pence']
46102,,{'Butterfield'},,,['Baird']
46913,,,,,['Baird']
46965,,{'Turner'},,,['Baird']
47916,,,,,['Baird']
47971,,,,,['Baird']
47982,,,,,['Baird']
46160,,{'Carson'},,,['Hollingsworth']
47107,,,,,['Hollingsworth']
47110,,,,,['Hollingsworth']
47119,,{'Yarmuth'},,,['Hollingsworth']
46203,,,,,['Carson']
46222,,,,,['Carson']
46242,,,,,['Carson']
47445,,,{'Rogers'},,['Bucshon']
47459,,,,,['Bucshon']
47471,,,,,['Bucshon']
47537,,,,,['Bucshon']
47547,,,,,['Bucshon']
47585,,,,,['Bucshon']
47596,,,,,['Bucshon']
47615,,,,,['Bucshon']
47631,,,,,['Bucshon']
47852,,,,,['Bucshon']
47866,,,,,['Bucshon']
47878,,,,,['Bucshon']
46383,,,,,['Visclosky']
46394,,{'Quigley'},,,['Visclosky']
46402,,{'Quigley'},,,['Visclosky']
46365,,,,,['Walorski']
46532,,,,,['Walorski']
46543,,,,,['Walorski' 'Banks']
46595,,,"{'Dunn', 'Neal', 'Scott'}",,['Walorski']
46912,,,,,['Walorski']
46939,,,,,['Walorski']
46704,,,,,['Banks']
46745,,,,,['Banks']
46747,,,,,['Banks']
46781,,,,,['Banks']
46808,{'Cook'},,,,['Banks']
46860,,{'Rogers'},,,['Banks']
46862,{'Cook'},,,,['Banks']
50029,,,,,['Axne' 'King']
50115,,,,,['Axne']
50125,,,,,['Axne']
